userName,score,content,at,cleaning,case_folding,normalization,stopword_removal,translated_review,sentiment
RlanZZ,2,"kenapa dah suka lama amat nyari driver, padahal bejibun banget driver entah sistem nya yg EMG jelek apa gmna, bahkan kadang di ruko pinggir banyak gojek yg pada mangkal tpi lama amat nyari driver nya, bahkan gofood jga sama kendala nya lama di nyari driver doang",2026-03-25 12:55:33,kenapa dah suka lama amat nyari driver padahal bejibun banget driver entah sistem nya emg jelek apa gmna bahkan kadang ruko pinggir banyak gojek pada mangkal tpi lama amat nyari driver nya bahkan gofood jga sama kendala nya lama nyari driver doang,kenapa dah suka lama amat nyari driver padahal bejibun banget driver entah sistem nya emg jelek apa gmna bahkan kadang ruko pinggir banyak gojek pada mangkal tpi lama amat nyari driver nya bahkan gofood jga sama kendala nya lama nyari driver doang,kenapa deh suka lama amat mencari driver padahal bejibun banget driver entah sistem nya memang jelek apa bagaimana bahkan kadang ruko pinggir banyak gojek pada mangkal tapi lama amat mencari driver nya bahkan gofood juga sama kendala nya lama mencari driver doang,kenapa suka lama amat mencari driver bejibun driver entah sistem memang jelek apa bagaimana bahkan kadang ruko pinggir banyak gojek pada mangkal tapi lama amat mencari driver bahkan gofood sama kendala lama mencari driver,"why does it take so long to find drivers, lots of drivers, whether the system is really bad or not, sometimes in the side shophouses there are lots of gojek at the hangout but it takes a really long time to look for drivers, even gofood has the same problem of finding drivers for a long time.",negative
Devi Karolina,2,"sejauh ini aku order selalu dapet driver jauh"" dan mereka pada ga mau ambil pada dicancel in dah nunggu pun, padahal dah pake dan pilih yg fast terus comfort juga, gimana sehhh",2026-03-25 12:54:53,sejauh ini aku order selalu dapet driver jauh dan mereka pada ga mau ambil pada dicancel dah nunggu pun padahal dah pake dan pilih fast terus comfort juga gimana,sejauh ini aku order selalu dapet driver jauh dan mereka pada ga mau ambil pada dicancel dah nunggu pun padahal dah pake dan pilih fast terus comfort juga gimana,sejauh ini aku order selalu dapat driver jauh dan mereka pada tidak mau ambil pada dicancel deh menunggu pun padahal deh pakai dan pilih fast terus comfort juga bagaimana,sejauh ini aku selalu dapat driver jauh dan mereka pada tidak mau ambil pada dicancel menunggu pun pakai dan pilih fast terus comfort bagaimana,"so far i always get drivers far away and they don't want to take it, cancel it, wait, use it and choose fast and then comfort",positive
Rini Ariyanti,2,Harga mahal tapi drivernya susah didapet,2026-03-25 12:54:05,harga mahal tapi drivernya susah didapet,harga mahal tapi drivernya susah didapet,harga mahal tapi drivernya susah didapat,harga mahal tapi drivernya susah didapat,the price is expensive but the drivers are hard to find,negative
MochReza Erfansyah,1,"saya pesan gofood dgn layanan pengiriman express biar cpt sampai, eh drivernya chat minta maaf pesanan nya telat sampai karena dpt double order di resto yg sama. percuma saya bayar mahal ongkos kirim express langsung instan, kl tetep disatuin ngirimnya sama yg lain 👎",2026-03-25 12:53:51,saya pesan gofood layanan pengiriman express biar cpt sampai drivernya chat minta maaf pesanan nya telat sampai karena double order resto sama percuma saya bayar mahal ongkos kirim express langsung instan tetep disatuin ngirimnya sama lain,saya pesan gofood layanan pengiriman express biar cpt sampai drivernya chat minta maaf pesanan nya telat sampai karena double order resto sama percuma saya bayar mahal ongkos kirim express langsung instan tetep disatuin ngirimnya sama lain,saya pesan gofood layanan pengiriman express biar cepat sampai drivernya chat meminta maaf pesanan nya telat sampai karena duble order resto sama percuma saya bayar mahal ongkos kirim express langsung instan tetap disatuin ngirimnya sama lain,saya pesan gofood layanan pengiriman express biar cepat sampai drivernya chat meminta pesanan telat sampai karena duble resto sama percuma saya bayar mahal ongkos kirim express langsung instan tetap disatuin ngirimnya sama lain,"i ordered the gofood express delivery service so that it arrived quickly, the driver chatted asking for the order to arrive late because the double restaurant was the same, it was useless, i paid a lot of express delivery costs, it was instant, but they were sent together and sent to each other.",negative
san jay,1,"APPLIKASI BAPUK BANGET SEKARANG,SUSAH BANGET DAPET DRIVER.BEBANAH GOJEK WOIIIIIII",2026-03-25 12:49:22,applikasi bapuk banget sekarang susah banget dapet driver bebanah gojek,applikasi bapuk banget sekarang susah banget dapet driver bebanah gojek,aplikasi bapuk banget sekarang susah banget dapat driver bebanah gojek,aplikasi bapuk sekarang susah dapat driver bebanah gojek,bapuk application is now difficult to get gojek drivers,negative
Rahmadyah Puspitaloka,1,Udah nunggu sejam lebih gak dapet2 driver gofood-nya. Akhirnya dibatalin. Bukan cuma sekali aja. Udh kejadian ke-3.,2026-03-25 12:44:22,udah nunggu sejam lebih gak driver gofood nya akhirnya dibatalin bukan cuma sekali aja udh kejadian,udah nunggu sejam lebih gak driver gofood nya akhirnya dibatalin bukan cuma sekali aja udh kejadian,sudah menunggu sejam lebih enggak driver gofood nya akhirnya dibatalin bukan cuma sekali saja sudah kejadian,sudah menunggu sejam lebih enggak driver gofood akhirnya dibatalin bukan cuma sekali saja sudah kejadian,"i've been waiting for more than an hour, but the gofood driver has finally been cancelled, this isn't the only time this has happened",positive
Agus Tupaskah,5,pelayanan cepat dan aman juga ramah untk drivernya,2026-03-25 12:43:27,pelayanan cepat dan aman juga ramah untk drivernya,pelayanan cepat dan aman juga ramah untk drivernya,pelayanan cepat dan aman juga ramah untuk drivernya,pelayanan cepat dan aman ramah untuk drivernya,"fast and safe service, friendly for the drivers",positive
Jurit Widyantoro,5,Mantap,2026-03-25 12:40:40,mantap,mantap,mantap,mantap,excellent,positive
Kamsih Asih,1,"make gojek susah nyari drivernya, padal baru keadaan urgent",2026-03-25 12:39:45,make gojek susah nyari drivernya padal baru keadaan urgent,make gojek susah nyari drivernya padal baru keadaan urgent,memakai gojek susah mencari drivernya padal baru keadaan urgen,memakai gojek susah mencari drivernya padal baru keadaan urgen,"using gojek, it's hard to find a driver even though it's an urgent situation",negative
Muhamad Arif Rahmatulloh,1,"susah dapat driver , terutama gofood",2026-03-25 12:34:26,susah dapat driver terutama gofood,susah dapat driver terutama gofood,susah dapat driver terutama gofood,susah dapat driver terutama gofood,"it's hard to get drivers, especially for gofood",negative
Muhammad Hanafi Azmi,1,aneh. ga tau kenapa kok akhir akhir ini sering kali ga dapat driver/rider. udah gitu dapat nya malah yang jauh jauh. lama banget loadingnya. kebanyakan nolak padahal lagi butuh butuhnya ni lo. ah jelek kali pelayanannya. ntah apa yang dipikirin driver/rider gojek ni sampai mereka nge cancel/nolak pesanan ku,2026-03-25 12:26:18,aneh ga tau kenapa kok akhir akhir ini sering kali ga dapat driver rider udah gitu dapat nya malah yang jauh jauh lama banget loadingnya kebanyakan nolak padahal lagi butuh butuhnya jelek kali pelayanannya ntah apa yang dipikirin driver rider gojek sampai mereka nge cancel nolak pesanan,aneh ga tau kenapa kok akhir akhir ini sering kali ga dapat driver rider udah gitu dapat nya malah yang jauh jauh lama banget loadingnya kebanyakan nolak padahal lagi butuh butuhnya jelek kali pelayanannya ntah apa yang dipikirin driver rider gojek sampai mereka nge cancel nolak pesanan,aneh tidak tau kenapa kok akhir akhir ini sering kali tidak dapat driver rider sudah begitu dapat nya malah yang jauh jauh lama banget loadingnya kebanyakan nolak padahal lagi butuh butuhnya jelek kali pelayanannya entah apa yang dipikirkan driver rider gojek sampai mereka nge cancel nolak pesanan,aneh tidak kenapa kok akhir akhir ini sering kali tidak dapat driver rider sudah begitu dapat malah yang jauh jauh lama loadingnya kebanyakan nolak lagi butuh butuhnya jelek kali pelayanannya entah apa yang dipikirkan driver rider gojek sampai mereka nge cancel nolak pesanan,"it's strange, why is it that recently the rider driver often doesn't get it, but it takes a long time to load, most of them refuse and need it, the service is bad, the service doesn't matter what the gojek rider driver thinks, until they cancel, refuse the order.",negative
Pitho Abbasy Bianto,5,"Aplikasi jelek dan bapuk, telepon gak ada suara suka cancel sendiri dan susah dapet driver. Jujur pengen kasih bintang 1. tapi kasih segini aja supaya keliatan di atas",2026-03-25 12:25:04,aplikasi jelek dan bapuk telepon gak ada suara suka cancel sendiri dan susah dapet driver jujur pengen kasih bintang tapi kasih segini aja supaya keliatan atas,aplikasi jelek dan bapuk telepon gak ada suara suka cancel sendiri dan susah dapet driver jujur pengen kasih bintang tapi kasih segini aja supaya keliatan atas,aplikasi jelek dan bapuk telepon enggak ada suara suka cancel sendiri dan susah dapat driver jujur pengin kasih bintang tapi kasih segini saja supaya kelihatan atas,aplikasi jelek dan bapuk telepon enggak ada suara suka cancel sendiri dan susah dapat driver jujur pengin kasih bintang tapi kasih segini saja supaya kelihatan atas,"the application is bad and the phone has no sound, likes to cancel itself and it's hard to get an honest driver, i want to give stars but only give this much so it looks good",positive
nono kasep,1,"susah bngt dapet driver,gapada butuh duit apa so soan banget",2026-03-25 12:22:54,susah dapet driver gapada butuh duit apa soan banget,susah dapet driver gapada butuh duit apa soan banget,susah dapat driver gapada butuh duit apa soan banget,susah dapat driver gapada butuh duit apa soan,"it's hard to get a driver without needing any money, sir",negative
NOFIONO YONO,5,sangat bagus dan membantu...,2026-03-25 12:21:39,sangat bagus dan membantu,sangat bagus dan membantu,sangat bagus dan membantu,sangat bagus dan membantu,very nice and helpful,positive
Mana Andi,1,admin transfer nya paling mahal di apk sampah ini dulu selagi apk ini masi miskin murah kapan sdh jadi smapah mahal jangan berharp u bsa bertahan dalam 10thn ke depan yh,2026-03-25 12:20:20,admin transfer nya paling mahal apk sampah ini dulu selagi apk ini masi miskin murah kapan jadi smapah mahal jangan berharp bsa bertahan dalam depan,admin transfer nya paling mahal apk sampah ini dulu selagi apk ini masi miskin murah kapan jadi smapah mahal jangan berharp bsa bertahan dalam depan,admin transfer nya paling mahal aplikasi sampah ini dulu selagi aplikasi ini masih miskin murah kapan jadi smapah mahal jangan berharap bisa bertahan dalam depan,admin transfer paling mahal aplikasi sampah ini dulu selagi aplikasi ini masih miskin kapan jadi smapah mahal jangan berharap bisa bertahan dalam,"admin, the most expensive transfer for this trash application, while this application is still poor, when will it become expensive, don't expect it to survive",negative
Alsyahira Ramadhanesya,1,"sangat susah mencari driver, kalo sudah dapat menunggu 20 menit lebih driver tidak jalan di chat tidak di balas",2026-03-25 12:18:58,sangat susah mencari driver kalo sudah dapat menunggu menit lebih driver tidak jalan chat tidak balas,sangat susah mencari driver kalo sudah dapat menunggu menit lebih driver tidak jalan chat tidak balas,sangat susah mencari driver kalo sudah dapat menunggu menit lebih driver tidak jalan chat tidak balas,sangat susah mencari driver sudah dapat menunggu menit lebih driver tidak jalan chat tidak balas,"it's very difficult to find a driver, you can wait for more than a minute, the driver doesn't work, chat doesn't reply",negative
Reva Jihan Renata,1,ga pernah dapet driver hapus aja appnya,2026-03-25 12:16:53,ga pernah dapet driver hapus aja appnya,ga pernah dapet driver hapus aja appnya,tidak pernah dapat driver hapus saja appnya,tidak pernah dapat driver hapus saja appnya,never got the driver just delete the app,neutral
Asep Rahmat,5,aman pokonamh,2026-03-25 12:16:16,aman pokonamh,aman pokonamh,aman pokonamh,aman pokonamh,safe pokonamh,positive
Arin Nuraeni,1,banyak driver di sekitar tapi gada yang nyantol.,2026-03-25 12:13:41,banyak driver sekitar tapi gada yang nyantol,banyak driver sekitar tapi gada yang nyantol,banyak driver sekitar tapi enggak ada yang nyantol,banyak driver sekitar tapi enggak ada yang nyantol,there are lots of drivers around but no one is around,neutral
Etik Pubandani,5,good services,2026-03-25 12:11:06,good services,good services,good services,good services,good services,positive
anton tanjung,5,memori penuh,2026-03-25 12:08:06,memori penuh,memori penuh,memori penuh,memori penuh,memory full,positive
marchel parulian,5,"bagus, driver nya juga ramah",2026-03-25 12:01:12,bagus driver nya juga ramah,bagus driver nya juga ramah,bagus driver nya juga ramah,bagus driver ramah,nice friendly driver,positive
Marniasih Nia,1,makin lelet,2026-03-25 11:51:39,makin lelet,makin lelet,makin lelet,makin lelet,getting slower,neutral
Ahmad Syamsi,1,cari driver nya lama bgt pdhl lagi rush hour dan ketika dpt pasti driver nya jauh dari lokasi penjemputan,2026-03-25 11:49:05,cari driver nya lama lagi rush hour dan ketika pasti driver nya jauh dari lokasi penjemputan,cari driver nya lama lagi rush hour dan ketika pasti driver nya jauh dari lokasi penjemputan,cari driver nya lama lagi rush hour dan ketika pasti driver nya jauh dari lokasi penjemputan,cari driver lama lagi rush hour dan ketika pasti driver jauh lokasi penjemputan,look for a long time driver during rush hour and when the driver is sure to be far from the pick up location,positive
RIKO Abu Toha,5,Aplikasi yg sangat membantu dan bermanfaat,2026-03-25 11:48:54,aplikasi sangat membantu dan bermanfaat,aplikasi sangat membantu dan bermanfaat,aplikasi sangat membantu dan bermanfaat,aplikasi sangat membantu dan bermanfaat,the application is very helpful and useful,positive
Ahmad Ridha,5,pelayanan yang baik,2026-03-25 11:42:13,pelayanan yang baik,pelayanan yang baik,pelayanan yang baik,pelayanan yang baik,good service,positive
dede81m dede,4,ok dehc sgitu ajah teima kasih,2026-03-25 11:40:50,ok dehc sgitu ajah teima kasih,ok dehc sgitu ajah teima kasih,baik dehc sgitu saja terima kasih,baik dehc sgitu saja terima kasih,"ok, that's all, thank you",positive
ariek,5,top buatan lokal,2026-03-25 11:40:24,top buatan lokal,top buatan lokal,bagus buatan lokal,bagus buatan lokal,good locally made,positive
Ferdi Yansah,1,"Aplikasi gak jelas, udah 1 jam cari driver gak pernah dapet. Padahal wilayah di kota",2026-03-25 11:30:45,aplikasi gak jelas udah jam cari driver gak pernah dapet padahal wilayah kota,aplikasi gak jelas udah jam cari driver gak pernah dapet padahal wilayah kota,aplikasi enggak jelas sudah jam cari driver enggak pernah dapat padahal wilayah kota,aplikasi enggak jelas sudah jam cari driver enggak pernah dapat wilayah kota,"the application is not clear, it's been hours looking for a driver, i can't find a city area",negative
