userName,score,content,at,clean_content,sentiment
Yuuichi Katagiri,1,freak banget driver nya orng posisi dimana arah jemput malah ke yg jauh,2026-03-24 12:33:46,freak banget driver nya orng posisi dimana arah jemput malah ke yg jauh,negatif
Linggar Widia,3,nyoba dulu,2026-03-24 12:31:45,nyoba dulu,netral
Faisal Arafah,1,no driver,2026-03-24 12:21:35,no driver,negatif
sakti hermawan,1,sama seperti drivernya mengecewakan,2026-03-24 12:15:00,sama seperti drivernya mengecewakan,negatif
Kenzo Alviano,4,bagus,2026-03-24 12:09:25,bagus,positif
Rahman Rajkhumar,5,mantaaaaaaappp,2026-03-24 12:09:21,mantaaaaaaappp,positif
BAGIYO JUMHAWAN,5,sangat membantu disaat lebaran.. tks..,2026-03-24 12:08:58,sangat membantu disaat lebaran tks,positif
LusiaJevi,1,"udah berkali kali pesan ga dapat driver mulu.ini kenapa sih?? kok tidak kompeten sama sekali.apk sebelah kalau ada orderan masuk gercep,lah ini udah ber jam jam nunggu statusnya ""mencari driver""terus",2026-03-24 12:08:21,udah berkali kali pesan ga dapat driver muluini kenapa sih kok tidak kompeten sama sekaliapk sebelah kalau ada orderan masuk gerceplah ini udah ber jam jam nunggu statusnya mencari driverterus,negatif
Syaifudin,1,buruk ngeleg,2026-03-24 12:07:53,buruk ngeleg,negatif
Santi Aristyani,5,good job,2026-03-24 12:07:34,good job,positif
Teiho Babi,1,"menjadikan driver jadi sapi perahh.. potongan sampai 40 % bahkan lebih, kapitalis",2026-03-24 12:04:53,menjadikan driver jadi sapi perahh potongan sampai bahkan lebih kapitalis,negatif
Daffaaa,1,"gabisa login, coba lagi di nama sama email, harus nunggu hallahh",2026-03-24 11:59:58,gabisa login coba lagi di nama sama email harus nunggu hallahh,negatif
Defri Randianto,1,"Aplikasi gak jelas susah dpt driver., kalau gk niat hapus aja aplikasinya driver banyak aplikasi sulit.",2026-03-24 11:51:52,aplikasi gak jelas susah dpt driver kalau gk niat hapus aja aplikasinya driver banyak aplikasi sulit,negatif
Sinta Nola,3,Tolong diperbaiki mutu pelayanan bagi driver supaya driver tidak minta uang tambahan ke customer selain yg tertulis diapps supaya kedepannya tidak ada salah paham antara driver dan customer sehingga merugikan dua belah pihak. khususnya biaya penangan dan pengiriman serta biaya tambahan. Driver harusnya bisa d beri lebih supaya tidak ada kesan meminta minta. makasih,2026-03-24 11:36:20,tolong diperbaiki mutu pelayanan bagi driver supaya driver tidak minta uang tambahan ke customer selain yg tertulis diapps supaya kedepannya tidak ada salah paham antara driver dan customer sehingga merugikan dua belah pihak khususnya biaya penangan dan pengiriman serta biaya tambahan driver harusnya bisa d beri lebih supaya tidak ada kesan meminta minta makasih,netral
Muthari Deswi ayu,5,top,2026-03-24 11:35:11,top,positif
A W,5,mantap,2026-03-24 11:34:43,mantap,positif
Fauzia Fitri,5,baguss,2026-03-24 11:32:51,baguss,positif
Alfi Taufiqurahman,1,"Sorry kak, aku mohon di bantu untuk login, email aku yang lama udah non aktif, tapi nomornya masih aktif aku ga bisa login karena emailnya udh hangus sama google, aku gabisa nerima kode verif dari gugle",2026-03-24 11:30:41,sorry kak aku mohon di bantu untuk login email aku yang lama udah non aktif tapi nomornya masih aktif aku ga bisa login karena emailnya udh hangus sama google aku gabisa nerima kode verif dari gugle,negatif
vivi efriyanti,5,gojek sangat membantu,2026-03-24 11:29:10,gojek sangat membantu,positif
Amung Wongdev,5,good,2026-03-24 11:28:23,good,positif
GITACIPRUT 123,5,sangat bermanfaat,2026-03-24 11:28:18,sangat bermanfaat,positif
Rury Himawan,5,top service exxelent,2026-03-24 11:25:52,top service exxelent,positif
empe coded,5,mantap aman dan selamat,2026-03-24 11:24:23,mantap aman dan selamat,positif
Bilqis humaira Adelia putri,5,selalu terbaik,2026-03-24 11:23:21,selalu terbaik,positif
Dewi Annisa Rizmaharani,1,jujur sekarang kecewa sama gojek susah banget buat dapet driver gofood harus nunggu lama jga kalo dibatalin barusan pesen gofood ga dapet driver 3 kali berturut turut,2026-03-24 11:20:37,jujur sekarang kecewa sama gojek susah banget buat dapet driver gofood harus nunggu lama jga kalo dibatalin barusan pesen gofood ga dapet driver kali berturut turut,negatif
Gabriel Saron Sihombing,5,bgus bermanfaat,2026-03-24 10:49:44,bgus bermanfaat,positif
insanpeduli 503,4,siiip,2026-03-24 10:46:52,siiip,positif
Aji ITcom,5,sangat membantu mempermudah bepergian,2026-03-24 10:45:10,sangat membantu mempermudah bepergian,positif
Kerrong Onggu99,5,"keren, tmbh di tingkatkan lg",2026-03-24 10:42:44,keren tmbh di tingkatkan lg,positif
Kasih Azalya,5,tolong drivernya yang rajin yaaa,2026-03-24 10:41:55,tolong drivernya yang rajin yaaa,positif
Rasya Islami,5,keren,2026-03-24 10:41:08,keren,positif
Ridho Adha,1,iklan ganggu,2026-03-24 10:41:04,iklan ganggu,negatif
Re Han,1,semakin sulit dapet driver pas pesen makanan,2026-03-24 10:38:04,semakin sulit dapet driver pas pesen makanan,negatif
Paryanto yanto,5,mantap pokoknya sachet.,2026-03-24 10:34:33,mantap pokoknya sachet,positif
ChelseaChristiani,1,"sumpah ini aneh bgt, udah laper mo pesen makanan yaudah download gojek malah verifikasi wajah gabisa mulu kocak ni apk",2026-03-24 10:30:30,sumpah ini aneh bgt udah laper mo pesen makanan yaudah download gojek malah verifikasi wajah gabisa mulu kocak ni apk,negatif
Puspitadian Lestari,4,bagus sih cuma minus ke driver buat nyari nya lama banget maaf cuman kasih bintang 4 doang 🙏🙏,2026-03-24 10:26:37,bagus sih cuma minus ke driver buat nyari nya lama banget maaf cuman kasih bintang doang,positif
Rizky Munthe,5,👍,2026-03-24 10:25:58,,positif
Pak Tulussudrajat,5,gojek aplikasi yg membantu,2026-03-24 10:22:18,gojek aplikasi yg membantu,positif
Mamay Mamay,5,mempermudah setiap transaksi,2026-03-24 10:21:02,mempermudah setiap transaksi,positif
Meisya Nafisyah,1,lelet bangett,2026-03-24 10:16:40,lelet bangett,negatif
Daniell Kimm,1,"ga bisa dapet driver, buat nunggu aja. uda nunggu sejaman lebih malah dicancel. orang uda laper!",2026-03-24 10:16:38,ga bisa dapet driver buat nunggu aja uda nunggu sejaman lebih malah dicancel orang uda laper,negatif
Arif Arianto,1,driver mobil sering menyimpang dari ongkos aplikasi jarak 47 km yg harus nya ongkos 200 tapi si driver minta 300 tlg lebih di pantau driver nakal sperti itu yg sering terjadi pada driver mobil.....,2026-03-24 10:14:08,driver mobil sering menyimpang dari ongkos aplikasi jarak km yg harus nya ongkos tapi si driver minta tlg lebih di pantau driver nakal sperti itu yg sering terjadi pada driver mobil,negatif
Meisya Nfzhy.,1,"apasi lama banget nunggunya,g prioritas,lelet dari dulu",2026-03-24 10:12:24,apasi lama banget nunggunyag prioritaslelet dari dulu,negatif
PAHMAN NUR HIDAYATULLOH,5,bermanfaat,2026-03-24 10:05:15,bermanfaat,positif
Muhammad Mugismuyassar,1,apk bagus tapi kalo misal nya ga niat nyari uang gausa si gua nyari dari tadi gada yang mau,2026-03-24 09:58:20,apk bagus tapi kalo misal nya ga niat nyari uang gausa si gua nyari dari tadi gada yang mau,negatif
Rashad Kn,5,Alhamdulillah aplikasinya bagus dan lancar,2026-03-24 09:54:22,alhamdulillah aplikasinya bagus dan lancar,positif
Deswina Sekar,1,"1 jam nunggu gdpt dpt driver. tau gt gausah nunggu, knp harus nunggu lama dulu baru bisa dibatalin?? pemikiran apa kaya gt. dikira kerjaan cuma buat nunggu notif lu doang, masa harus stay di hp terus liatin notif dpt driver apa nggaknya. Mau makan aja ribet bgt di aplikasi ini",2026-03-24 09:51:42,jam nunggu gdpt dpt driver tau gt gausah nunggu knp harus nunggu lama dulu baru bisa dibatalin pemikiran apa kaya gt dikira kerjaan cuma buat nunggu notif lu doang masa harus stay di hp terus liatin notif dpt driver apa nggaknya mau makan aja ribet bgt di aplikasi ini,negatif
rohim junianto,5,makin mudah cari bahan makanan/lauk yg susah d cari toplah,2026-03-24 09:35:47,makin mudah cari bahan makananlauk yg susah d cari toplah,positif
LenkaFarmaSkincare,5,good 👍,2026-03-24 09:35:29,good,positif
Khairun Insani,5,"pengalaman pakai gojek superapps dari awal bener2 te o pe be ge te. naik turun pasang surut tapi tetap jaga kualitas. catatan: tolong driver komunitas, suka ga disiplin karena ga mau kena potongan admin, ada transaksi diluar harga aplikasi",2026-03-24 09:32:37,pengalaman pakai gojek superapps dari awal bener te o pe be ge te naik turun pasang surut tapi tetap jaga kualitas catatan tolong driver komunitas suka ga disiplin karena ga mau kena potongan admin ada transaksi diluar harga aplikasi,positif
IBRAHIM HAMID,5,sangat berguna,2026-03-24 09:32:20,sangat berguna,positif
Putry Santi,5,sangat bagus,2026-03-24 09:30:44,sangat bagus,positif
Fadil Eza,5,lebih murah dan cepat,2026-03-24 09:27:57,lebih murah dan cepat,positif
Shin Shido,1,pengantaran makanan gk tepat waktu masa nunggu 2 jam lebih gk nyampe nyampe nyesel make ni apk,2026-03-24 09:24:30,pengantaran makanan gk tepat waktu masa nunggu jam lebih gk nyampe nyampe nyesel make ni apk,negatif
Feranika Efendi,1,"dapet diskon beli makanan tidak ada yang mau ambil pesanan, giliran beli makanan tidak pake diskon ada yang ambil ordearan dan itu pun pesenan lama datengnya",2026-03-24 09:24:26,dapet diskon beli makanan tidak ada yang mau ambil pesanan giliran beli makanan tidak pake diskon ada yang ambil ordearan dan itu pun pesenan lama datengnya,negatif
Anang Purnama,5,Sangat Bagus Sekali,2026-03-24 09:21:55,sangat bagus sekali,positif
Nisiyah yah,5,oke,2026-03-24 09:09:09,oke,positif
Rapril Rahmah,4,orang g ramah ke pembelinya,2026-03-24 08:39:46,orang g ramah ke pembelinya,positif
Kris Wawan,5,pesan dari rumah enak gak usah ke mana mana,2026-03-24 08:37:50,pesan dari rumah enak gak usah ke mana mana,positif
May West Honey Lase,1,sering di cancel sama drivernya ga niat kerja,2026-03-24 08:31:07,sering di cancel sama drivernya ga niat kerja,negatif
Aidiafn,3,gofut nya bisa lebih lelet lagi ga? kalo bisa pas kita udah kenyang makanan nya baru di bikin,2026-03-24 08:26:57,gofut nya bisa lebih lelet lagi ga kalo bisa pas kita udah kenyang makanan nya baru di bikin,netral
Fadol Silver,1,"lawak nih CS nya komplein karena sudah pakek voucher tpi tidak dapat potongan, solve nya malah suruh update APK. lawak banget, apk udah terbaru, logikanya kalau belum update kebanyakan aplikasi tidak bisa dijalankan. yang salah sistemnya yang rugi konsumen. hadehh",2026-03-24 08:21:16,lawak nih cs nya komplein karena sudah pakek voucher tpi tidak dapat potongan solve nya malah suruh update apk lawak banget apk udah terbaru logikanya kalau belum update kebanyakan aplikasi tidak bisa dijalankan yang salah sistemnya yang rugi konsumen hadehh,negatif
Muhammad Kemal Idris,1,"Device Sharp Aquos V, tiap login muncul error ""kami ga bisa memverifikasi HP atau aplikasi kamu"" dan disuruh install ulang. Setelah install ulang masih muncul error yang sama. Kalau memang ga support tolong di exclude devices nya supaya gak perlu repot instal 🙏",2026-03-24 08:20:33,device sharp aquos v tiap login muncul error kami ga bisa memverifikasi hp atau aplikasi kamu dan disuruh install ulang setelah install ulang masih muncul error yang sama kalau memang ga support tolong di exclude devices nya supaya gak perlu repot instal,negatif
Friska Livensia,5,"Ini kok susah terus yaa dapat driver yg ambil gofood harus sampai berkali kali saya batalin perkara driver gofoodnya ga dapat. Ga jelas banget lama"" dah. buka cuma sekali 2 kali . bkn cuma hari ini udh berkali-kali",2026-03-24 08:17:07,ini kok susah terus yaa dapat driver yg ambil gofood harus sampai berkali kali saya batalin perkara driver gofoodnya ga dapat ga jelas banget lama dah buka cuma sekali kali bkn cuma hari ini udh berkalikali,positif
Rafael Wisnu,3,"Saya harap aplikasi ini berjalan lebih lancar dan tidak ngeleg. apalagi yang perlu diketahui, hp ibuku saja ngeleg bukan main pas buka map di gojek",2026-03-24 08:13:36,saya harap aplikasi ini berjalan lebih lancar dan tidak ngeleg apalagi yang perlu diketahui hp ibuku saja ngeleg bukan main pas buka map di gojek,netral
Kevin Ktb,5,"bagus, tapi tolong drivernya diliat ya kerjanya, ada tadi saya ngelewatin tukang gojek yang nyetirnya kurang layak sebagai tukang ojek, ada yang balapan atau kebut kebutan, ada yang suka koar koar ngomel di jalan menyalahkan pengendara lain yang padahal itu salah pengendaranya sendiri",2026-03-24 08:11:38,bagus tapi tolong drivernya diliat ya kerjanya ada tadi saya ngelewatin tukang gojek yang nyetirnya kurang layak sebagai tukang ojek ada yang balapan atau kebut kebutan ada yang suka koar koar ngomel di jalan menyalahkan pengendara lain yang padahal itu salah pengendaranya sendiri,positif
Titus Sutrisno,5,"mudah dan cepat, aman dan terpercaya",2026-03-24 08:05:07,mudah dan cepat aman dan terpercaya,positif
jen jee,2,"kecewa bgt, setiap mau pesen makan pasti dibatalkan alasannya mau tutup lima menit kemudian buka lagi pesen lagi tutup lagi padahal jarak nya ga terlalu jauh, jujur kecewa bgt kata aku mah tolong bgt jgn suka membatalkan pesanan dengan alasan ga jelas",2026-03-24 08:00:13,kecewa bgt setiap mau pesen makan pasti dibatalkan alasannya mau tutup lima menit kemudian buka lagi pesen lagi tutup lagi padahal jarak nya ga terlalu jauh jujur kecewa bgt kata aku mah tolong bgt jgn suka membatalkan pesanan dengan alasan ga jelas,negatif
Ekii NotIke,1,"goblog order gofood driver kg ktemu2, cuman nunggu nyari buang2 waktu, bikin laper aja",2026-03-24 07:51:49,goblog order gofood driver kg ktemu cuman nunggu nyari buang waktu bikin laper aja,negatif
wahyu ramadhan boy,1,"LAMA DAPET DRIVER NYA , SEKALI NYA DAPET , JEMPUT NYA JAUH BENER",2026-03-24 07:51:03,lama dapet driver nya sekali nya dapet jemput nya jauh bener,negatif
Erfan Ni,1,"ga ada fitur chat toko buat batakin pesanan sedangkan driver aja ga nemu"" selama 2 jam keburu kelaparan minimal ada batalkan pesanan",2026-03-24 07:49:18,ga ada fitur chat toko buat batakin pesanan sedangkan driver aja ga nemu selama jam keburu kelaparan minimal ada batalkan pesanan,negatif
Huuutwoo,1,susah nyari driver,2026-03-24 07:49:00,susah nyari driver,negatif
Dina Mariana2,5,ok,2026-03-24 07:44:54,ok,positif
Hj arief Irvan,4,good job,2026-03-24 07:39:23,good job,positif
Ad Rizal,5,bagus,2026-03-24 07:37:52,bagus,positif
kang anom,5,bermanfaat,2026-03-24 07:32:01,bermanfaat,positif
Febri Anto,5,okelah pokok nya,2026-03-24 07:18:42,okelah pokok nya,positif
samekto priyambodo,5,semoga goto bisa untung tahun ini,2026-03-24 07:05:20,semoga goto bisa untung tahun ini,positif
Alnaza Hamim,1,"akhir akhir jni udh brapa kali pesen di gomart susah banget dapet driver sekalinya dapet di batalin sampe bebrapa kali udh nunggu nya lama tiba tiba di batalin drivernya, kalo gk mau ambil mending gk usah ambil dri pda di ambil tiba2 di batalin gimana gk kesel, kalo gk niat gojek mending gk usah gojek dah drivernya bikin orang2 kesel aja",2026-03-24 07:02:51,akhir akhir jni udh brapa kali pesen di gomart susah banget dapet driver sekalinya dapet di batalin sampe bebrapa kali udh nunggu nya lama tiba tiba di batalin drivernya kalo gk mau ambil mending gk usah ambil dri pda di ambil tiba di batalin gimana gk kesel kalo gk niat gojek mending gk usah gojek dah drivernya bikin orang kesel aja,negatif
Widiasari Mulyani,5,selalu setia sama gojek pokonya,2026-03-24 07:02:39,selalu setia sama gojek pokonya,positif
Ervin_ Manao,2,"penemuan titik lokasi di aplikasi gojek tidak sesuai. alamat sudah benar, tapi titik lokasi di aplikasi tidak akurat, jadinya driver harus cari sendiri lokasinya. Lebih bagus grap alamat dan penemuan lokasi di aplikasi selalu alurat.",2026-03-24 06:56:08,penemuan titik lokasi di aplikasi gojek tidak sesuai alamat sudah benar tapi titik lokasi di aplikasi tidak akurat jadinya driver harus cari sendiri lokasinya lebih bagus grap alamat dan penemuan lokasi di aplikasi selalu alurat,negatif
janji manis,1,"payah nyari grabcar ga nyangkut"" sekali nyangkut grab nya nolak",2026-03-24 06:49:52,payah nyari grabcar ga nyangkut sekali nyangkut grab nya nolak,negatif
Gerson Gerskn Sby,1,coin gopay saya tdk ada yg masuk setelah saya klaim 3 hari berturut-turut jg tdk masuk,2026-03-24 06:47:54,coin gopay saya tdk ada yg masuk setelah saya klaim hari berturutturut jg tdk masuk,negatif
Nugraha Ramadhan,1,"pesenan saya sering di oper oper ke driver lain yang membuat pesenan saya jadi lama sampainya, mohon di perbaiki para drivernya",2026-03-24 06:47:41,pesenan saya sering di oper oper ke driver lain yang membuat pesenan saya jadi lama sampainya mohon di perbaiki para drivernya,negatif
depo pamungkas,5,ok,2026-03-24 06:39:05,ok,positif
Nur azis jauhari,5,good,2026-03-24 06:36:57,good,positif
Mel Lisa,3,susah banget dpt driver,2026-03-24 06:32:36,susah banget dpt driver,netral
Angga Resale. W,1,"apasih setiap pesan makanan selalu telat telat telat,cari driver susah,mau di cancel sulit harus nunggu dlu lama,apk nda jelas",2026-03-24 06:25:23,apasih setiap pesan makanan selalu telat telat telatcari driver susahmau di cancel sulit harus nunggu dlu lamaapk nda jelas,negatif
Koko Hendrawan syahputra,5,ok banget,2026-03-24 06:25:07,ok banget,positif
Adi Nugraha,1,"bisa engga Double orderan untuk driver food di tiadakan,. kasian rugi waktu untuk pesanan pertama makannya hrs sudah di anter,ini harus ambil makann yg satunya. double nunggu, driver yg di kejar² karna lama. zholim jek",2026-03-24 06:19:36,bisa engga double orderan untuk driver food di tiadakan kasian rugi waktu untuk pesanan pertama makannya hrs sudah di anterini harus ambil makann yg satunya double nunggu driver yg di kejar karna lama zholim jek,negatif
Muhamad Reza,5,"sumpah keren banget fitur baru dari gojek, ada fitur masukin kode gitu saat diterima jadi biar ga salah drop. BINTANG 🌟🌟🌟🌟🌟🌟",2026-03-24 06:17:37,sumpah keren banget fitur baru dari gojek ada fitur masukin kode gitu saat diterima jadi biar ga salah drop bintang,positif
